Date,Open,High,Low,MA5,MA20,MA73,Close
2006/4/24,1.237501,1.241403,1.234202,1.2486976,1.26855115,1.269813205,1.238896
2006/4/25,1.238804,1.243797,1.236843,1.2525192,1.27087125,1.270374932,1.2429
2006/4/26,1.2429,1.247007,1.239004,1.2562796,1.27264115,1.270991315,1.244896
2006/4/27,1.245004,1.254595,1.241295,1.2597618,1.27426635,1.27149826,1.253196
2006/4/28,1.253196,1.263807,1.252505,1.2631424,1.27565655,1.271820219,1.2636
2006/5/1,1.262499,1.268794,1.256597,1.2649822,1.27617165,1.272147589,1.258004
2006/5/2,1.258004,1.266496,1.256202,1.26744,1.27702665,1.27243926,1.261702
2006/5/3,1.261495,1.266897,1.259795,1.2704394,1.2782668,1.272587288,1.262307
2006/5/4,1.262196,1.271892,1.257798,1.2734678,1.27923185,1.272724137,1.270099
2006/5/5,1.270196,1.276308,1.267748,1.2764876,1.27978185,1.272847438,1.272799
2006/5/8,1.273301,1.278494,1.269696,1.2805262,1.2807322,1.273005082,1.270293
2006/5/9,1.270293,1.277498,1.266705,1.2822678,1.28172285,1.273181932,1.276699
2006/5/10,1.276699,1.282298,1.275396,1.283928,1.28199785,1.273265616,1.277449
2006/5/11,1.277694,1.286505,1.269599,1.283277,1.28213525,1.273400562,1.285198
2006/5/12,1.285595,1.294398,1.284604,1.2832572,1.28112005,1.273345753,1.292992
2006/5/15,1.297303,1.297303,1.2782,1.2799986,1.2796752,1.273141781,1.279001
2006/5/16,1.278593,1.286604,1.277743,1.281258,1.27865545,1.273103329,1.285
2006/5/17,1.285099,1.291706,1.270793,1.2799176,1.2771352,1.272976,1.274194
2006/5/18,1.274307,1.2872,1.273204,1.2805588,1.27647085,1.273045219,1.285099
2006/5/19,1.284802,1.286008,1.270196,1.279739,1.27541585,1.273015192,1.276699
2006/5/22,1.276797,1.288195,1.270293,1.2791796,1.2748056,1.273116479,1.285298
2006/5/23,1.284802,1.287697,1.277205,1.2771408,1.2734409,1.27305626,1.278298
2006/5/24,1.278494,1.288793,1.273593,1.2787822,1.27247135,1.273128863,1.2774
2006/5/25,1.277302,1.282397,1.275055,1.2796238,1.2719061,1.273242479,1.281
2006/5/26,1.280902,1.282545,1.270793,1.2796436,1.27078085,1.273261616,1.273902
2006/5/29,1.273999,1.276895,1.273707,1.2832244,1.2697055,1.273371219,1.275104
2006/5/30,1.275201,1.290506,1.274795,1.2862248,1.26889565,1.273345192,1.286505
2006/5/31,1.286604,1.290006,1.280902,1.2853636,1.26741525,1.273082096,1.281608
2006/6/1,1.281608,1.282199,1.272799,1.2850814,1.2660646,1.272936822,1.281099
2006/6/2,1.281197,1.293795,1.280049,1.2818404,1.26532965,1.272777973,1.291806
2006/6/5,1.292507,1.297656,1.290006,1.2762982,1.26465425,1.272475096,1.290106
2006/6/6,1.290006,1.293193,1.281099,1.2699982,1.26415385,1.272231137,1.282199
2006/6/7,1.28215,1.283697,1.276699,1.2644774,1.26399395,1.271996932,1.280197
2006/6/8,1.280197,1.280902,1.263201,1.2606194,1.26365405,1.271866781,1.264894
2006/6/9,1.264894,1.268102,1.260605,1.2604404,1.26428915,1.271905219,1.264095
2006/6/12,1.261543,1.264894,1.257197,1.2605202,1.26520425,1.271969589,1.258606
2006/6/13,1.258701,1.261193,1.2534,1.2603998,1.26599905,1.272236658,1.254595
2006/6/14,1.254595,1.264095,1.254107,1.2612622,1.2671067,1.272584671,1.260907
2006/6/15,1.261002,1.264894,1.259303,1.2622998,1.2676212,1.272770904,1.263999
2006/6/16,1.263951,1.267202,1.262196,1.261199,1.26790605,1.272835274,1.264494
2006/6/19,1.263807,1.264398,1.25565,1.2587792,1.26790125,1.272918918,1.258004
2006/6/20,1.258004,1.261607,1.254501,1.2589598,1.267591,1.273088137,1.258907
2006/6/21,1.259002,1.267797,1.259002,1.2585578,1.2671558,1.273188137,1.266095
2006/6/22,1.266095,1.267893,1.255698,1.2562578,1.26684635,1.273299082,1.258495
2006/6/23,1.2584,1.258796,1.248595,1.2578388,1.2670864,1.273504575,1.252395
2006/6/26,1.250907,1.259906,1.250704,1.2630194,1.26799665,1.273763466,1.258907
2006/6/27,1.259192,1.261893,1.256708,1.2672576,1.26817145,1.273909274,1.256897
2006/6/28,1.257008,1.258606,1.252207,1.2716784,1.2682466,1.273957233,1.254595
2006/6/29,1.254595,1.266994,1.252301,1.2754392,1.26908155,1.274032603,1.2664
2006/6/30,1.266304,1.279492,1.265999,1.2776784,1.2692415,1.273851726,1.278298
2006/7/3,1.278903,1.282101,1.276503,1.2784982,1.2690818,1.27349689,1.280098
2006/7/4,1.280098,1.282199,1.2782,1.277379,1.2689469,1.27316674,1.279001
2006/7/5,1.279198,1.283648,1.2711,1.2769284,1.26909695,1.272776315,1.273399
2006/7/6,1.27335,1.278298,1.272297,1.276488,1.2693869,1.272512041,1.277596
2006/7/7,1.277694,1.285397,1.276895,1.274908,1.2695022,1.272195671,1.282397
2006/7/10,1.280902,1.281394,1.272605,1.2713082,1.26977715,1.271805342,1.274502
2006/7/11,1.274307,1.277906,1.271003,1.2667676,1.2701472,1.271643753,1.276748
2006/7/12,1.276895,1.277743,1.268247,1.2614586,1.27014475,1.271436342,1.271197
2006/7/13,1.271504,1.272993,1.267106,1.2592004,1.2709598,1.271215822,1.269696
2006/7/14,1.269793,1.269793,1.262993,1.2579204,1.2714398,1.271026877,1.264398
2006/7/17,1.263903,1.264095,1.251392,1.2591608,1.2718453,1.270988644,1.251799
2006/7/18,1.251894,1.255698,1.248549,1.2612816,1.2728702,1.271229836,1.250203
2006/7/19,1.250203,1.260796,1.246603,1.262921,1.27431505,1.271560027,1.259906
2006/7/20,1.260001,1.265294,1.259192,1.2651986,1.2755351,1.27172289,1.263296
2006/7/21,1.263504,1.270696,1.263201,1.2664592,1.27653045,1.271906493,1.2706
2006/7/24,1.270696,1.270696,1.2614,1.26736,1.27714085,1.271972863,1.262403
2006/7/25,1.262244,1.266994,1.256708,1.2703594,1.2783857,1.272186575,1.2584
2006/7/26,1.2584,1.272508,1.256408,1.2750798,1.27952555,1.272355014,1.271294
2006/7/27,1.271197,1.276895,1.268601,1.2766606,1.27986595,1.272372301,1.269599
2006/7/28,1.269503,1.276992,1.266304,1.2787212,1.2801957,1.272486096,1.275104
2006/7/31,1.276503,1.2782,1.2746,1.2812796,1.28022575,1.272498342,1.2774
2006/8/1,1.2774,1.283104,1.272297,1.2821802,1.2803181,1.272578507,1.282002
2006/8/2,1.281854,1.283499,1.2782,1.2811196,1.28036335,1.272625014,1.279198
2006/8/3,1.279149,1.283104,1.274697,1.2827796,1.2806081,1.272671534,1.279902
2006/8/4,1.28,1.290906,1.278004,1.2826584,1.2806581,1.272691973,1.287896
2006/8/7,1.288394,1.289407,1.281099,1.2795808,1.2804432,1.272617986,1.281903
2006/8/8,1.281903,1.288494,1.277906,1.2776596,1.28063275,1.272583616,1.276699
2006/8/9,1.277302,1.290006,1.277302,1.2781398,1.28091765,1.272697329,1.287498
2006/8/10,1.28725,1.291005,1.275299,1.2775016,1.2806379,1.272619342,1.279296
2006/8/11,1.279198,1.280098,1.272103,1.278283,1.2803333,1.272692055,1.272508
2006/8/14,1.273399,1.276194,1.271294,1.280343,1.28007285,1.272985027,1.272297
2006/8/15,1.2722,1.280295,1.2711,1.2833436,1.28000815,1.273298808,1.2791
2006/8/16,1.278903,1.286405,1.277498,1.283763,1.2795283,1.273701644,1.284307
2006/8/17,1.284208,1.288693,1.281493,1.282522,1.27879775,1.274098822,1.283203
2006/8/18,1.283005,1.284456,1.278445,1.2811202,1.27825245,1.274608274,1.282808
2006/8/21,1.283895,1.293695,1.283598,1.2796996,1.27736715,1.275046562,1.2873
2006/8/22,1.2872,1.288295,1.278756,1.278089,1.27653695,1.27556437,1.281197
2006/8/23,1.281197,1.284654,1.278004,1.278431,1.2758621,1.276289041,1.278102
2006/8/24,1.278396,1.283895,1.275608,1.2796292,1.2753967,1.277049288,1.276194
2006/8/25,1.276194,1.278298,1.273301,1.2805708,1.2754921,1.277812315,1.275705
2006/8/28,1.276096,1.281903,1.275705,1.2821494,1.27570685,1.278537671,1.279247
2006/8/29,1.279345,1.283895,1.275299,1.2834388,1.2754696,1.279213795,1.282907
2006/8/30,1.282907,1.284901,1.281394,1.2833368,1.27475915,1.27998774,1.284093
2006/8/31,1.283944,1.287797,1.279001,1.2828988,1.2740845,1.280549479,1.280902
2006/9/1,1.280902,1.284505,1.275998,1.2813592,1.27355725,1.281201479,1.283598
2006/9/4,1.285298,1.287598,1.284307,1.2780994,1.2726877,1.28172489,1.285694
2006/9/5,1.285694,1.286505,1.28,1.2751612,1.2721127,1.28213526,1.282397
2006/9/6,1.282298,1.283203,1.2774,1.2725824,1.27166765,1.282511945,1.281903
2006/9/7,1.282101,1.283005,1.271052,1.270141,1.2711372,1.282905041,1.273204
2006/9/8,1.273107,1.273902,1.265999,1.2699596,1.27095455,1.283555767,1.267299
2006/9/11,1.267299,1.273593,1.265406,1.2695202,1.2706095,1.284259959,1.271003
2006/9/12,1.270793,1.273107,1.267845,1.2694588,1.2700642,1.284909123,1.269503
2006/9/13,1.2691,1.271294,1.267106,1.2690982,1.26924885,1.285514534,1.269696
2006/9/14,1.269696,1.275152,1.267893,1.2689178,1.2683838,1.286115877,1.272297
2006/9/15,1.272297,1.273707,1.263647,1.2700788,1.2675688,1.286645973,1.265102
2006/9/18,1.264302,1.2711,1.263504,1.2730584,1.2668387,1.28729537,1.270696
2006/9/19,1.270906,1.272702,1.265294,1.2738196,1.26600925,1.287899575,1.2677
2006/9/20,1.267893,1.272103,1.266801,1.2740192,1.2653493,1.288613288,1.268794
2006/9/21,1.268698,1.28,1.268553,1.2743804,1.26460475,1.289340699,1.278102
2006/9/22,1.2782,1.283005,1.277694,1.2728314,1.26383495,1.290018726,1.28
2006/9/25,1.279296,1.282002,1.273593,1.2700728,1.2629153,1.290527041,1.274502
2006/9/26,1.274892,1.276194,1.266705,1.2700112,1.26194515,1.291003658,1.268698
2006/9/27,1.268794,1.271407,1.267507,1.2709708,1.2613054,1.29141189,1.2706
2006/9/28,1.270696,1.273301,1.268408,1.2711096,1.26085575,1.291869452,1.270357
2006/9/29,1.270648,1.271504,1.264398,1.2709484,1.2608082,1.29227137,1.266207
2006/10/2,1.268006,1.275901,1.266496,1.2697866,1.2612132,1.292652041,1.274194
2006/10/3,1.274194,1.276601,1.2722,1.2669672,1.26109325,1.292861808,1.273496
2006/10/4,1.273593,1.273902,1.267202,1.2629072,1.2612534,1.293126356,1.271294
2006/10/5,1.271504,1.272508,1.267652,1.2591274,1.26146095,1.293431836,1.269551
2006/10/6,1.269599,1.269696,1.257703,1.2564166,1.2618836,1.293739438,1.260398
2006/10/9,1.259097,1.2614,1.258796,1.254437,1.2623985,1.294199685,1.260097
2006/10/10,1.260097,1.261257,1.252395,1.253239,1.26302145,1.294692767,1.253196
2006/10/11,1.253196,1.255698,1.250594,1.2535,1.26425695,1.295291438,1.252395
2006/10/12,1.252505,1.256708,1.251894,1.2538016,1.2654371,1.295875082,1.255997
2006/10/13,1.256108,1.257893,1.248798,1.2551434,1.26679985,1.296509425,1.2505
2006/10/16,1.2505,1.254296,1.249204,1.2573648,1.2685447,1.29713674,1.254107
2006/10/17,1.253997,1.256597,1.252003,1.2575632,1.26996905,1.297683164,1.254501
2006/10/18,1.254406,1.255997,1.250344,1.2578436,1.2713137,1.298209068,1.253903
2006/10/19,1.253997,1.263999,1.253494,1.2593844,1.2727433,1.298789767,1.262706
2006/10/20,1.262897,1.264095,1.260208,1.2607244,1.2735777,1.299254014,1.261607
2006/10/23,1.261193,1.262307,1.25395,1.2632644,1.27474735,1.299811507,1.255099
2006/10/24,1.255193,1.257798,1.252803,1.2666036,1.27608265,1.300452575,1.255903
2006/10/25,1.255792,1.262005,1.255698,1.2707628,1.2775177,1.30100726,1.261607
2006/10/26,1.2614,1.270002,1.261352,1.2735304,1.2791321,1.301439945,1.269406
2006/10/27,1.269245,1.275608,1.266657,1.27525,1.28042195,1.301837096,1.274307
2006/10/30,1.273107,1.273496,1.270293,1.2745278,1.28213195,1.302220616,1.271795
2006/10/31,1.271892,1.278298,1.268408,1.27468,1.28420725,1.302661808,1.276699
2006/11/1,1.276503,1.279394,1.274649,1.2749214,1.28639195,1.302990521,1.275445
2006/11/2,1.275494,1.278494,1.274096,1.275032,1.28835985,1.303276123,1.278004
2006/11/3,1.277906,1.2782,1.269003,1.2760816,1.29071465,1.303621315,1.270696
2006/11/6,1.271892,1.273399,1.269358,1.2790218,1.29388475,1.304214397,1.272556
2006/11/7,1.272799,1.281805,1.272508,1.2810294,1.29693695,1.304775384,1.277906
2006/11/8,1.277906,1.280607,1.275299,1.281727,1.2996364,1.30526711,1.275998
2006/11/9,1.27595,1.284604,1.275299,1.2830264,1.3022693,1.305804137,1.283252
2006/11/10,1.283697,1.289407,1.283351,1.2822548,1.3045369,1.306236342,1.285397
2006/11/13,1.284703,1.287896,1.279853,1.2821754,1.3072373,1.306626863,1.282594
2006/11/14,1.281903,1.287001,1.28,1.2820176,1.3093626,1.307036644,1.281394
2006/11/15,1.281394,1.283401,1.2782,1.2826596,1.3117178,1.307523,1.282495
2006/11/16,1.282397,1.283499,1.278903,1.2849396,1.3136834,1.308028548,1.279394
2006/11/17,1.279198,1.285,1.276503,1.2881014,1.31549625,1.308628712,1.285
2006/11/20,1.282101,1.285099,1.280803,1.2928028,1.316741,1.309147767,1.281805
2006/11/21,1.281608,1.285298,1.280147,1.299102,1.3181807,1.309629932,1.284604
2006/11/22,1.284406,1.295605,1.284406,1.3062598,1.31998585,1.310066863,1.293895
2006/11/23,1.284406,1.297606,1.284406,1.3104414,1.32122635,1.310269603,1.295203
2006/11/24,1.295203,1.310496,1.295001,1.3164208,1.3223858,1.310524384,1.308507
2006/11/27,1.315807,1.315807,1.310101,1.321539,1.32264535,1.310652411,1.313301
2006/11/28,1.313405,1.321004,1.312198,1.3255988,1.32266,1.310664712,1.320393
2006/11/29,1.320202,1.321405,1.313991,1.3278992,1.32219005,1.310544205,1.314803
2006/11/30,1.314803,1.327052,1.3147,1.3306698,1.3220753,1.310598836,1.3251
2006/12/1,1.325996,1.334704,1.322349,1.3313706,1.32156045,1.310515274,1.334098
2006/12/4,1.335541,1.335541,1.328692,1.332432,1.3208456,1.310370151,1.3336
2006/12/5,1.3336,1.335702,1.329451,1.330732,1.32026035,1.310297603,1.331895
2006/12/6,1.331806,1.334098,1.326207,1.3300526,1.3200455,1.310296384,1.328656
2006/12/7,1.328604,1.332498,1.328004,1.3286828,1.31946805,1.310332493,1.328604
2006/12/8,1.328604,1.343003,1.319993,1.3260922,1.3185026,1.310373438,1.339405
2006/12/11,1.318392,1.326207,1.313508,1.3201902,1.3164573,1.310380329,1.3251
2006/12/12,1.3251,1.328904,1.322594,1.31729,1.3154024,1.310494082,1.328498
2006/12/13,1.328498,1.328798,1.319801,1.3157318,1.31396235,1.310510534,1.321807
2006/12/14,1.321807,1.324907,1.314302,1.3151114,1.3125718,1.310666479,1.315651
2006/12/15,1.315305,1.318044,1.306404,1.3156596,1.3112646,1.310952151,1.309895
2006/12/18,1.308455,1.311802,1.305602,1.3164202,1.31041025,1.311248178,1.310599
2006/12/19,1.310496,1.321493,1.308558,1.3170192,1.30956,1.311561795,1.320707
2006/12/20,1.320795,1.324503,1.3165,1.3150766,1.30812495,1.31176989,1.318705
2006/12/21,1.318705,1.321301,1.314406,1.3138372,1.3068895,1.312020589,1.318392
2006/12/22,1.318392,1.321196,1.311407,1.3131194,1.3057745,1.312213822,1.313698
2006/12/25,1.313698,1.316604,1.310702,1.31434,1.30493455,1.312538493,1.313594
2006/12/26,1.313594,1.314302,1.309397,1.3160002,1.3040049,1.312944068,1.310994
2006/12/27,1.311407,1.317697,1.310496,1.319321,1.3035704,1.313344082,1.312508
2006/12/28,1.312508,1.319906,1.310908,1.3202408,1.3027597,1.313659123,1.314803
2006/12/29,1.314803,1.320795,1.313991,1.3191392,1.30171935,1.314048137,1.319801
2007/1/1,1.319801,1.321999,1.317593,1.3148788,1.3003739,1.314379575,1.321895
2007/1/2,1.321895,1.329398,1.321755,1.3113002,1.29909385,1.31475237,1.327598
2007/1/3,1.327598,1.329098,1.315547,1.30572,1.29754375,1.315088014,1.317107
2007/1/4,1.317107,1.318096,1.308096,1.3010978,1.2968036,1.315578397,1.309295
2007/1/5,1.309003,1.310393,1.298398,1.2971402,1.2964337,1.316234658,1.298499
2007/1/8,1.300796,1.304002,1.2986,1.296002,1.2963285,1.31709626,1.304002
2007/1/9,1.303696,1.304904,1.299157,1.2939204,1.29578805,1.317896712,1.299697
2007/1/10,1.299596,1.300204,1.293494,1.2923822,1.2957231,1.318707699,1.293996
2007/1/11,1.293895,1.300593,1.288593,1.2923822,1.2961385,1.319589945,1.289507
2007/1/12,1.289607,1.294197,1.287101,1.2936992,1.29686325,1.320604986,1.292808
2007/1/15,1.292892,1.295706,1.291906,1.2945174,1.2972576,1.32157889,1.293594
2007/1/16,1.293695,1.298802,1.291306,1.2947988,1.2973926,1.322473479,1.292006
2007/1/17,1.292006,1.295001,1.290306,1.2968584,1.29795245,1.323480315,1.293996
2007/1/18,1.293996,1.297707,1.290356,1.297318,1.2989522,1.324455795,1.296092
2007/1/19,1.296193,1.300306,1.291906,1.2968988,1.299823,1.325332616,1.296899
2007/1/22,1.296294,1.297808,1.292892,1.2960974,1.30066815,1.326180658,1.295001
2007/1/23,1.295001,1.304393,1.293594,1.296356,1.30167815,1.327010795,1.302304
2007/1/24,1.302406,1.303798,1.295203,1.2952144,1.3023031,1.327786068,1.296294
2007/1/25,1.296496,1.300001,1.291906,1.2964164,1.30318365,1.328658863,1.293996
2007/1/26,1.293594,1.294197,1.288793,1.2979966,1.30410925,1.329482151,1.292892
2007/1/29,1.292307,1.296395,1.290006,1.2986972,1.30530955,1.330301493,1.296294
2007/1/30,1.296294,1.298094,1.2948,1.298077,1.30646485,1.331014027,1.296596
2007/1/31,1.296596,1.303696,1.292892,1.2984374,1.30779535,1.331774356,1.302304
2007/2/1,1.302406,1.304104,1.300695,1.2984374,1.3088247,1.332486603,1.301897
2007/2/2,1.301897,1.304955,1.295303,1.2988584,1.30958,1.333277068,1.296395
2007/2/5,1.296294,1.296697,1.291656,1.2997184,1.31058525,1.334044164,1.293193
2007/2/6,1.293393,1.299106,1.291606,1.3003386,1.31136035,1.334818123,1.298398
2007/2/7,1.2986,1.302592,1.297404,1.3012996,1.31213055,1.335542767,1.302304
2007/2/8,1.302253,1.304495,1.297892,1.303637,1.312908,1.336149589,1.304002
2007/2/9,1.304002,1.304495,1.298701,1.3055382,1.31341785,1.336714041,1.300695
2007/2/12,1.301998,1.303696,1.294398,1.3081596,1.3139629,1.337331973,1.296294
2007/2/13,1.296294,1.304206,1.295706,1.311941,1.31508775,1.337971822,1.303203
2007/2/14,1.303203,1.314803,1.302796,1.314261,1.3158776,1.338544493,1.313991
2007/2/15,1.313905,1.316898,1.312302,1.3142438,1.31635325,1.33897211,1.313508
2007/2/16,1.313301,1.3147,1.310307,1.3140438,1.31709305,1.339397918,1.313802
2007/2/19,1.314907,1.316292,1.312508,1.314663,1.31799325,1.339800644,1.315201
2007/2/20,1.315391,1.318791,1.313301,1.3155028,1.3187978,1.340217137,1.314803
2007/2/21,1.314596,1.3165,1.311596,1.3171834,1.3196373,1.340619753,1.313905
2007/2/22,1.313991,1.314199,1.308507,1.3189806,1.32093745,1.341103247,1.312508
2007/2/23,1.312508,1.3186,1.310805,1.3198796,1.32198225,1.341644356,1.316898
2007/2/26,1.3182,1.319993,1.315495,1.3198,1.3226223,1.342088096,1.3194
2007/2/27,1.319592,1.326207,1.316396,1.317659,1.32331185,1.342408712,1.323206
2007/2/28,1.322996,1.323802,1.318392,1.3157782,1.3239768,1.342584041,1.322891
2007/3/1,1.322944,1.3241,1.316205,1.3147706,1.3244075,1.342758068,1.317003
2007/3/2,1.317159,1.320306,1.3147,1.3142098,1.325232,1.342944342,1.3165
2007/3/5,1.3186,1.3194,1.307754,1.313229,1.3262019,1.343143096,1.308695
2007/3/6,1.308592,1.314199,1.308507,1.3152482,1.32761745,1.343456767,1.313802
2007/3/7,1.313905,1.3186,1.311407,1.3162878,1.32855225,1.343786877,1.317853
2007/3/8,1.317801,1.318305,1.311906,1.317418,1.32952955,1.344112151,1.314199
2007/3/9,1.313802,1.316205,1.309003,1.320239,1.33097965,1.344498575,1.311596
2007/3/12,1.312594,1.319906,1.311252,1.324281,1.3324096,1.344882233,1.318791
2007/3/13,1.3186,1.322104,1.316205,1.3267812,1.33324535,1.345164616,1.319
2007/3/14,1.319192,1.324293,1.318305,1.3292998,1.3344554,1.345549438,1.323504
2007/3/15,1.323399,1.328198,1.319801,1.3325806,1.33548,1.345868575,1.328304
2007/3/16,1.328392,1.334098,1.327598,1.3336006,1.33652025,1.346095904,1.331806
2007/3/19,1.332001,1.332392,1.328498,1.3331792,1.33753495,1.346283452,1.331292
2007/3/20,1.331203,1.332498,1.327792,1.333559,1.3386156,1.346467137,1.331593
2007/3/21,1.331398,1.341004,1.329098,1.3345414,1.33989605,1.346768616,1.339908
2007/3/22,1.339998,1.339998,1.331505,1.3328608,1.34097045,1.347091712,1.333404
2007/3/23,1.333493,1.334205,1.328392,1.3328786,1.342422,1.34747237,1.329699
2007/3/26,1.326999,1.334597,1.325785,1.3341184,1.343882,1.347908096,1.333191
2007/3/27,1.333298,1.336595,1.332498,1.3348814,1.34514245,1.348273932,1.336505
2007/3/28,1.336202,1.337095,1.331203,1.33408,1.34649745,1.348636767,1.331505
2007/3/29,1.331398,1.335203,1.330406,1.3352588,1.34811735,1.349059959,1.333493
2007/3/30,1.333796,1.339656,1.329045,1.3372004,1.34938765,1.349642356,1.335898
2007/4/2,1.335791,1.338007,1.3336,1.3380598,1.350868,1.350183507,1.337006
2007/4/3,1.337095,1.338204,1.332392,1.3377598,1.352278,1.350755986,1.332498
2007/4/4,1.332498,1.337793,1.332197,1.3399004,1.3536581,1.351386055,1.337399
2007/4/5,1.337202,1.344104,1.335595,1.3412198,1.35472845,1.351938055,1.343201
2007/4/6,1.343201,1.343201,1.336702,1.3424014,1.35534845,1.352428534,1.340195
2007/4/9,1.337399,1.338007,1.334401,1.3447824,1.35628365,1.352983411,1.335506
2007/4/10,1.335595,1.345297,1.335203,1.3482622,1.35750875,1.353590247,1.343201
2007/4/11,1.343003,1.344104,1.3414,1.3510624,1.3580535,1.354140836,1.343996
2007/4/12,1.343996,1.349692,1.343598,1.3545424,1.3584889,1.354640767,1.349109
2007/4/13,1.349291,1.354903,1.348509,1.3572076,1.3584489,1.35509811,1.3521
2007/4/16,1.357792,1.357792,1.352905,1.3585674,1.3584489,1.355379041,1.352905
2007/4/17,1.353107,1.359194,1.352905,1.3596664,1.35851855,1.355681781,1.357202
2007/4/18,1.357202,1.3616,1.356502,1.360947,1.3586385,1.355769493,1.361396
2007/4/19,1.3616,1.362992,1.356705,1.3614484,1.35818835,1.355903753,1.362435
2007/4/20,1.362509,1.363754,1.358696,1.3607412,1.3575512,1.355969082,1.358899
2007/4/23,1.360507,1.3606,1.354793,1.3620624,1.3571711,1.356089753,1.3584
2007/4/24,1.358308,1.364498,1.355197,1.3634236,1.3565812,1.356258356,1.363605
2007/4/25,1.36355,1.366307,1.362602,1.3627226,1.3556613,1.356465164,1.363903
2007/4/26,1.363754,1.365393,1.358899,1.3617032,1.35475635,1.356681438,1.358899
2007/4/27,1.358991,1.367596,1.358899,1.3610436,1.35396155,1.356889644,1.365505
2007/4/30,1.364107,1.367596,1.359194,1.3597224,1.3529367,1.357092315,1.365206
2007/5/1,1.365393,1.367204,1.359398,1.3586828,1.35193675,1.357122493,1.3601
2007/5/2,1.360008,1.3611,1.356263,1.357482,1.35116135,1.357243137,1.358806
2007/5/3,1.358806,1.362008,1.354995,1.3562616,1.3503811,1.357277356,1.355601
2007/5/4,1.355601,1.360896,1.353693,1.3548032,1.3498813,1.357248452,1.358899
2007/5/7,1.359804,1.362695,1.359194,1.3534434,1.34914605,1.357027986,1.360008
2007/5/8,1.360008,1.362305,1.3521,1.3523014,1.34860565,1.356788123,1.354096
2007/5/9,1.354206,1.356502,1.352302,1.3534024,1.3485013,1.356723795,1.352704
2007/5/10,1.352704,1.3563,1.347092,1.3533402,1.34833065,1.356652384,1.348309
2007/5/11,1.348399,1.353198,1.346747,1.3536168,1.34805545,1.356613863,1.3521
2007/5/14,1.353491,1.355803,1.352795,1.3534562,1.3472507,1.356653521,1.354298
2007/5/15,1.354298,1.360692,1.352942,1.351917,1.34631555,1.35667263,1.359601
2007/5/16,1.359508,1.3611,1.350895,1.3490382,1.34486555,1.356769863,1.352393
2007/5/17,1.352302,1.354408,1.348199,1.3477204,1.34379635,1.356926,1.349692
2007/5/18,1.349601,1.352302,1.347092,1.3463826,1.3428914,1.357065795,1.351297
2007/5/21,1.352503,1.352594,1.344104,1.3451248,1.34222155,1.357286507,1.346602
2007/5/22,1.346892,1.3476,1.344194,1.3448458,1.34197135,1.357527589,1.345207
2007/5/23,1.345207,1.350001,1.341796,1.3447228,1.3418314,1.357787781,1.345804
2007/5/24,1.346004,1.346203,1.342192,1.3442022,1.34152135,1.35800137,1.343003
2007/5/25,1.343003,1.347201,1.341508,1.3447226,1.34134145,1.358261712,1.345008
2007/5/28,1.345098,1.346004,1.344809,1.3445598,1.34144565,1.358540959,1.345207
2007/5/29,1.345098,1.351808,1.3423,1.3453584,1.34152535,1.35887511,1.344592
2007/5/30,1.344701,1.345804,1.3414,1.3468418,1.3415407,1.359325973,1.343201
2007/5/31,1.343201,1.347201,1.342696,1.3480598,1.3416555,1.340925959,1.345605
2007/6/1,1.345605,1.345804,1.339692,1.3474998,1.3416103,1.341452,1.344194
2007/6/4,1.344194,1.349801,1.343797,1.345862,1.34208065,1.342090452,1.3492
2007/6/5,1.349109,1.354995,1.349,1.343141,1.34279535,1.342604055,1.352009
2007/6/6,1.352009,1.353894,1.348909,1.3388594,1.3432545,1.343094466,1.349291
2007/6/7,1.349692,1.351406,1.342606,1.335203,1.3438653,1.343604192,1.342805
2007/6/8,1.342805,1.343003,1.332996,1.3329606,1.3447199,1.344360219,1.336005
2007/6/11,1.336202,1.336398,1.333707,1.3333396,1.34606925,1.345194425,1.335595
2007/6/12,1.335399,1.337006,1.3303,1.3345402,1.3474094,1.346184836,1.330601
2007/6/13,1.330601,1.331593,1.326594,1.3369016,1.34967975,1.347261603,1.331009
2007/6/14,1.331009,1.332197,1.329098,1.3386204,1.3518994,1.348308055,1.331593
2007/6/15,1.331398,1.339495,1.330902,1.3401828,1.3542596,1.349453466,1.3379
2007/6/18,1.338401,1.341904,1.338204,1.3420212,1.35628925,1.350486452,1.341598
2007/6/19,1.341598,1.343707,1.338706,1.3430618,1.3580941,1.351494808,1.342408
2007/6/20,1.3423,1.343905,1.339603,1.34356,1.359924,1.352646658,1.339603
2007/6/21,1.339405,1.340608,1.337506,1.3447388,1.3619789,1.353797425,1.339405
2007/6/22,1.339405,1.347291,1.338401,1.345798,1.3639989,1.354835822,1.347092
2007/6/25,1.346602,1.3474,1.344303,1.3470998,1.365814,1.355697575,1.346801
2007/6/26,1.346602,1.3478,1.343797,1.3504384,1.3674985,1.356611356,1.344899
2007/6/27,1.344899,1.345696,1.342102,1.353697,1.3693783,1.357548466,1.345497
2007/6/28,1.345497,1.3476,1.342805,1.356899,1.37073385,1.358362329,1.344701
2007/6/29,1.344701,1.355105,1.3434,1.3599382,1.37224905,1.35926637,1.353601
2007/7/2,1.354298,1.363996,1.353107,1.3618164,1.37274925,1.360095219,1.363494
2007/7/3,1.363196,1.363401,1.358991,1.3615972,1.3731344,1.360871904,1.361192
