Date,Open,High,Low,MA5,MA20,Bias%,10-Day RSI,Close
2004/3/23,1.234598,1.236996,1.227295,1.2315216,1.2325926,0.242415561,51.65489597,1.234507
2004/3/24,1.234598,1.236996,1.211094,1.2297614,1.23080255,-1.289632282,44.86356252,1.213902
2004/3/25,1.214005,1.219706,1.2108,1.2247212,1.22924715,-0.900302861,36.41394717,1.213695
2004/3/26,1.213799,1.221001,1.209,1.2218794,1.22741155,-0.751661743,42.76365805,1.212695
2004/3/29,1.211402,1.217004,1.206505,1.2182806,1.2260016,-0.137620184,41.99235569,1.216604
2004/3/30,1.216604,1.222599,1.215599,1.2150796,1.22590645,0.28166056,44.32469549,1.218502
2004/3/31,1.218205,1.232195,1.217597,1.2185592,1.22651665,1.045562661,55.62726642,1.2313
2004/4/1,1.231194,1.238497,1.225896,1.2231216,1.22730685,1.094363798,48.17357533,1.236507
2004/4/2,1.236598,1.237195,1.2108,1.2231626,1.226112,-0.839021729,40.90838267,1.2129
2004/4/5,1.211504,1.212606,1.198998,1.2201022,1.22404675,-1.54087092,29.42659417,1.201302
2004/4/6,1.201793,1.214595,1.198897,1.219023,1.22310675,-0.485388709,38.44850107,1.213106
2004/4/7,1.213003,1.219795,1.205894,1.2160838,1.2227771,0.042776657,51.78878797,1.216604
2004/4/8,1.216397,1.221702,1.206695,1.2103224,1.221407,-0.216669542,46.44099593,1.2077
2004/4/9,1.207904,1.211299,1.206695,1.2094634,1.22071705,-0.070973624,47.5691803,1.208605
2004/4/12,1.209102,1.209599,1.205807,1.2106644,1.21972215,-0.277318801,44.2975085,1.207307
2004/4/13,1.207307,1.208299,1.191001,1.2068036,1.21810695,-1.077358404,36.73811262,1.193802
2004/4/14,1.193503,1.197304,1.187705,1.2024228,1.2167068,-0.642269924,27.46971339,1.1947
2004/4/15,1.1946,1.198998,1.189994,1.200622,1.2146968,-0.160416851,26.37196456,1.198696
2004/4/16,1.198796,1.204805,1.193104,1.1989596,1.21336625,0.111213088,39.13245867,1.200293
2004/4/19,1.201995,1.207802,1.200293,1.1976374,1.21167115,0.255386146,49.35267476,1.200696
2004/4/20,1.198796,1.201995,1.182802,1.1958382,1.2091861,-0.922549556,22.19711557,1.184806
2004/4/21,1.184806,1.191199,1.182103,1.1930982,1.207541,-1.014015443,15.23182688,1.181
2004/4/22,1.180693,1.193104,1.179106,1.1918602,1.20648155,0.054184207,35.88023195,1.192506
2004/4/23,1.192293,1.193902,1.180206,1.1888022,1.20509695,-0.319582181,30.46256746,1.185003
2004/4/26,1.180094,1.188693,1.176498,1.1859024,1.2035766,0.024841842,32.49527348,1.186197
2004/4/27,1.186296,1.1946,1.183698,1.1875222,1.20229675,0.453279947,49.16169791,1.192905
2004/4/28,1.193104,1.194401,1.182802,1.1881824,1.1999468,-0.326667017,41.50505661,1.184301
2004/4/29,1.184301,1.198495,1.180805,1.1888814,1.1979215,0.598848632,48.04457924,1.196001
2004/4/30,1.1959,1.200495,1.192905,1.1915396,1.1971912,0.566863241,48.5640812,1.198294
2004/5/3,1.1994,1.199803,1.192506,1.1930206,1.1968062,0.048733442,45.20001083,1.193602
2004/5/4,1.193602,1.211695,1.193503,1.196541,1.19667625,1.167197781,67.1543565,1.210507
2004/5/5,1.210507,1.217804,1.2102,1.2028596,1.19664075,1.083617739,72.80892119,1.215894
2004/5/6,1.215894,1.217493,1.206899,1.2051994,1.19664075,0.207484338,60.38125171,1.2077
2004/5/7,1.207802,1.208693,1.187493,1.2031408,1.19561055,-1.258356462,51.75576274,1.188001
2004/5/10,1.189499,1.189499,1.1816,1.2013396,1.194475,-1.393744117,49.08605158,1.184596
2004/5/11,1.184596,1.189103,1.179607,1.196878,1.19419485,-0.725136564,47.21479132,1.188199
2004/5/12,1.188001,1.194101,1.183796,1.1918002,1.1939851,-0.108675934,53.9675637,1.190505
2004/5/13,1.190703,1.193104,1.177995,1.1863404,1.19307035,-0.500648886,39.81563691,1.180401
2004/5/14,1.180401,1.1894,1.178898,1.18638,1.19246565,0.153323556,43.85148551,1.188199
2004/5/17,1.189499,1.205894,1.188199,1.189961,1.1925559,1.053816049,54.85207681,1.202501
2004/5/18,1.2024,1.203804,1.193602,1.1912214,1.19304065,0.27531406,40.33430759,1.194501
2004/5/19,1.194401,1.203905,1.194401,1.1931992,1.19401035,0.602983978,40.69672525,1.200394
2004/5/20,1.200394,1.201403,1.190094,1.196259,1.19417005,-0.046729011,42.48157987,1.1957
2004/5/21,1.1959,1.206797,1.1957,1.1991802,1.19506015,0.30227317,61.01324208,1.202805
2004/5/24,1.200106,1.202501,1.193902,1.1986608,1.1957455,0.103715747,61.4742302,1.199904
2004/5/25,1.199803,1.212606,1.198796,1.20178,1.1966051,0.692056782,64.93805938,1.210097
2004/5/26,1.210097,1.214005,1.208795,1.20392,1.19794475,0.59588677,64.3004987,1.211094
2004/5/27,1.211006,1.228607,1.209307,1.2102992,1.1995245,1.429134217,80.10461185,1.227596
2004/5/28,1.227295,1.229407,1.220703,1.2140996,1.20070015,0.634824359,72.00167592,1.221807
2004/5/31,1.224005,1.2245,1.218205,1.2180986,1.202015,0.147804127,63.59601138,1.219899
2004/6/1,1.219899,1.226497,1.215998,1.2209792,1.20271465,0.288358721,74.75859565,1.2245
2004/6/2,1.224605,1.230497,1.221001,1.2231396,1.20301475,-0.101672777,68.76461759,1.221896
2004/6/3,1.221896,1.225205,1.217597,1.2220414,1.203735,0.005204406,75.0004734,1.222105
2004/6/4,1.221896,1.229997,1.218606,1.2231812,1.20571025,0.353569855,74.16691126,1.227506
2004/6/7,1.2318,1.234004,1.230906,1.2255614,1.20807045,0.509040184,80.37830013,1.2318
2004/6/8,1.232407,1.234995,1.224995,1.2258826,1.2099658,0.018223605,66.67638909,1.226106
2004/6/9,1.226196,1.227506,1.202805,1.2223628,1.2106554,-1.477940919,45.06110942,1.204297
2004/6/10,1.2045,1.211607,1.203297,1.2201224,1.2121805,-0.755612716,35.83297972,1.210903
2004/6/11,1.210507,1.211094,1.197103,1.214922,1.21284575,-1.104433042,33.76409436,1.201504
2004/6/14,1.196802,1.208795,1.1957,1.209802,1.2130307,-0.297734671,39.51280756,1.2062
2004/6/15,1.205807,1.217093,1.203398,1.2079016,1.21413585,0.720456037,44.44850667,1.216604
2004/6/16,1.216604,1.216797,1.198696,1.2071814,1.21415095,-0.537234918,37.44373371,1.200696
2004/6/17,1.200495,1.207598,1.199702,1.2056804,1.21453585,-0.189303898,39.23808866,1.203398
2004/6/18,1.203297,1.214904,1.197806,1.2082808,1.2151209,0.515211365,42.98207731,1.214506
2004/6/21,1.213799,1.214595,1.208094,1.209562,1.215756,0.251661345,39.36337641,1.212606
2004/6/22,1.212503,1.213195,1.207001,1.2086802,1.2158609,0.290796523,41.81156776,1.212195
2004/6/23,1.212106,1.219007,1.207307,1.210262,1.21573645,-0.136912503,53.22822373,1.208605
2004/6/24,1.208795,1.219007,1.204602,1.2130632,1.21522685,0.35783791,54.71654309,1.217404
2004/6/25,1.217093,1.220301,1.211299,1.2142222,1.21515155,0.500633245,65.05807899,1.220301
2004/6/28,1.217493,1.222703,1.212797,1.21544,1.21509135,0.267804252,60.53097345,1.218695
2004/6/29,1.218695,1.219096,1.207496,1.2149618,1.21435655,-0.424523635,44.11886806,1.209804
2004/6/30,1.209497,1.220301,1.206797,1.2169204,1.21418165,0.121421253,67.52742683,1.218398
2004/7/1,1.218294,1.220807,1.213902,1.2166806,1.21388665,-0.039089963,62.80981816,1.216205
2004/7/2,1.216205,1.233,1.214904,1.218841,1.2140665,1.006037703,65.43074434,1.231103
2004/7/5,1.233,1.233198,1.227506,1.2211014,1.21397635,0.72848987,66.41124847,1.229997
2004/7/6,1.229997,1.232894,1.227099,1.2248408,1.2140961,0.298830673,65.07860181,1.228501
2004/7/7,1.228396,1.238804,1.227807,1.2285818,1.2157364,0.693580191,74.11732846,1.237103
2004/7/8,1.236996,1.240295,1.234294,1.2332398,1.217166,0.507216845,70.96915045,1.239495
2004/7/9,1.239695,1.242406,1.237394,1.2353986,1.21918565,0.526016461,70.6937524,1.241897
2004/7/12,1.241203,1.243595,1.238697,1.2375598,1.2209158,0.262064104,71.3942866,1.240803
2004/7/13,1.240402,1.241203,1.230406,1.2385204,1.2217508,-0.421179982,73.37099212,1.233304
2004/7/14,1.233304,1.242005,1.232499,1.2387992,1.22364085,-0.024394591,71.43893333,1.238497
2004/7/15,1.238497,1.239203,1.233502,1.2380212,1.2252512,-0.195166286,70.38928827,1.235605
2004/7/16,1.235804,1.245997,1.233304,1.2387606,1.2268056,0.55163201,66.982304,1.245594
2004/7/19,1.245501,1.246401,1.240495,1.2393996,1.2283752,0.371018354,66.22175878,1.243998
2004/7/20,1.243797,1.245594,1.230996,1.2394178,1.2294352,-0.485937833,54.68217826,1.233395
2004/7/21,1.233502,1.234903,1.221493,1.2369788,1.23032005,-0.863135245,39.3592497,1.226302
2004/7/22,1.226106,1.228999,1.2239,1.2349768,1.2307296,-0.75967419,35.83598272,1.225595
2004/7/23,1.225806,1.226693,1.209204,1.2277778,1.2301945,-1.480626218,24.22839999,1.209599
2004/7/26,1.2108,1.217004,1.209307,1.2217586,1.22995485,-0.643056656,29.58054379,1.213902
2004/7/27,1.214196,1.219007,1.204007,1.2163604,1.22978485,-0.818540294,29.58099286,1.206404
2004/7/28,1.206302,1.207904,1.200999,1.2119796,1.22908485,-0.625555084,22.80044031,1.204398
2004/7/29,1.204602,1.209497,1.199803,1.2076214,1.2284648,-0.316109006,23.6681295,1.203804
2004/7/30,1.203804,1.211607,1.200495,1.2060226,1.2269899,-0.36629496,8.181386063,1.201605
2004/8/2,1.204195,1.209395,1.201995,1.2036818,1.22559995,-0.123271782,9.489843387,1.202198
2004/8/3,1.202198,1.207802,1.200206,1.2034606,1.2244398,0.152676373,18.136043,1.205298
2004/8/4,1.205298,1.206593,1.197504,1.2037802,1.22288445,0.184070148,23.06467873,1.205996
2004/8/5,1.205894,1.207496,1.202993,1.2040588,1.22116955,0.094530267,23.00852167,1.205197
2004/8/6,1.205705,1.2308,1.204906,1.2098978,1.2206147,1.727600463,72.36722723,1.2308
2004/8/9,1.226994,1.229105,1.2251,1.2149172,1.2199393,1.018818402,64.3717137,1.227295
2004/8/10,1.227807,1.231997,1.222404,1.2185778,1.21945415,0.412218243,70.09417868,1.223601
2004/8/11,1.223795,1.2248,1.219899,1.2218176,1.21863905,0.030888408,71.09099097,1.222195
2004/8/12,1.222195,1.229105,1.221896,1.2255582,1.2180538,-0.135301612,73.20447093,1.2239
2004/8/13,1.224005,1.2379,1.218502,1.2269168,1.21765375,0.870164953,82.83816337,1.237593
2004/8/16,1.238099,1.238099,1.232499,1.2286368,1.2172486,0.590752287,80.13989016,1.235895
2004/8/17,1.235804,1.2379,1.231694,1.230818,1.2173042,0.299719374,76.95104172,1.234507
2004/8/18,1.234797,1.236507,1.229302,1.2331798,1.2176893,0.066835347,75.93621514,1.234004
2004/8/19,1.234096,1.2379,1.233593,1.2358388,1.2182693,0.109739231,78.37406448,1.237195
2004/8/20,1.237302,1.238497,1.228501,1.2347592,1.2193991,-0.207668021,51.94924964,1.232195
2004/8/23,1.2308,1.2318,1.213401,1.2306202,1.219464,-1.253042978,37.72654395,1.2152
2004/8/24,1.215096,1.216693,1.206695,1.225358,1.2195536,-1.400570282,35.35172965,1.208196
2004/8/25,1.208094,1.211299,1.205705,1.2202782,1.21976395,-0.956601536,36.8278215,1.208605
2004/8/26,1.208401,1.211402,1.205604,1.2148206,1.2200691,-0.404471245,36.33042221,1.209907
2004/8/27,1.209907,1.213695,1.200898,1.2087806,1.2200886,-0.561359109,10.79688119,1.201995
2004/8/30,1.201706,1.206695,1.199199,1.2067218,1.220224,-0.150473788,16.76069935,1.204906
2004/8/31,1.204906,1.219393,1.204703,1.2086434,1.2208493,0.757924132,35.63182796,1.217804
2004/9/1,1.2177,1.222105,1.2152,1.2107238,1.22149985,0.684152736,37.25286868,1.219007
2004/9/2,1.2192,1.220107,1.214506,1.2122024,1.222105,0.420523833,32.65202909,1.2173
2004/9/3,1.217493,1.218294,1.204602,1.2129038,1.2208401,-0.610254498,29.19128767,1.205502
2004/9/6,1.206302,1.208299,1.205197,1.2132412,1.219805,-0.547970181,41.07805535,1.206593
2004/9/7,1.206797,1.211299,1.205705,1.2116618,1.2191203,-0.144825891,51.9205298,1.209907
2004/9/8,1.209907,1.219393,1.203297,1.211641,1.2189557,0.599352448,59.69095837,1.218903
2004/9/9,1.219096,1.2245,1.216293,1.213021,1.2189707,0.921583386,62.50984648,1.2242
2004/9/10,1.224395,1.230603,1.220599,1.2173796,1.2184558,0.814487116,74.18275664,1.227295
2004/9/13,1.228305,1.228894,1.222703,1.2213424,1.2179814,0.414674869,71.37828862,1.226407
2004/9/14,1.226497,1.229498,1.223002,1.2245612,1.2175561,0.11757681,60.84402699,1.226001
2004/9/15,1.226106,1.226302,1.213902,1.223921,1.216641,-0.67153027,46.47586957,1.215702
2004/9/16,1.215702,1.219795,1.212503,1.2228824,1.2157316,-0.316907006,51.76019303,1.219007
2004/9/17,1.218903,1.222404,1.216293,1.2210644,1.2150321,-0.234172743,66.94049556,1.218205
2004/9/20,1.217493,1.218205,1.2129,1.2192638,1.2151423,-0.152534669,64.52974223,1.217404
2004/9/21,1.217196,1.234507,1.217196,1.2206424,1.2163772,1.003701002,73.27608903,1.232894
2004/9/22,1.232894,1.233198,1.223301,1.2228406,1.2172816,0.315036972,58.36123991,1.226693
2004/9/23,1.226603,1.233395,1.226001,1.2244802,1.2181465,0.222527077,53.5945836,1.227205
2004/9/24,1.227205,1.235697,1.2248,1.2263584,1.21942655,0.100916665,50.38495971,1.227596
2004/9/27,1.228607,1.231497,1.225295,1.2290376,1.22072125,0.143396752,55.30414624,1.2308
2004/9/28,1.230693,1.234903,1.228501,1.2288796,1.22143625,0.262385347,57.21241343,1.232104
2004/9/29,1.231906,1.234202,1.229997,1.230281,1.2221709,0.277903991,76.77795632,1.2337
2004/9/30,1.233806,1.2444,1.232104,1.2335188,1.2234756,0.800571503,80.48756095,1.243394
2004/10/1,1.243503,1.243797,1.238896,1.2362988,1.2252753,0.42038381,78.34075588,1.241496
2004/10/4,1.240202,1.240202,1.226407,1.2359386,1.2263956,-0.561484203,60.98281774,1.228999
2004/10/5,1.229105,1.233106,1.226798,1.2358384,1.2274804,-0.342714711,48.38224606,1.231603
2004/10/6,1.231603,1.232407,1.226001,1.2347172,1.22793995,-0.53641433,51.88260905,1.228094
2004/10/7,1.228199,1.2313,1.227702,1.2320196,1.22822525,-0.171555712,53.5069724,1.229906
2004/10/8,1.230194,1.243503,1.228894,1.231921,1.22891065,0.737222598,63.6208473,1.241003
2004/10/11,1.241203,1.241604,1.237394,1.2338022,1.22951055,0.373058177,57.82262544,1.238405
2004/10/12,1.238405,1.238697,1.229302,1.2339024,1.2298157,-0.145748967,50,1.232104
2004/10/13,1.232104,1.235193,1.223496,1.2352642,1.23077575,-0.029240708,51.0974475,1.234903
2004/10/14,1.234797,1.241604,1.232696,1.2370622,1.2317702,0.148238302,45.42029812,1.238896
2004/10/15,1.239096,1.25,1.238206,1.2384404,1.23325465,0.763347191,55.69136066,1.247894
2004/10/18,1.248299,1.2534,1.246494,1.2405408,1.2348298,0.674399423,72.25650657,1.248907
2004/10/19,1.248798,1.252693,1.245501,1.2444988,1.2357798,0.594231188,72.4920744,1.251894
2004/10/20,1.251204,1.262993,1.250094,1.2490968,1.2373398,0.70420483,81.30344349,1.257893
2004/10/21,1.258004,1.265006,1.257498,1.2537186,1.2390798,0.660945766,82.16526044,1.262005
2004/10/22,1.2621,1.269406,1.260398,1.2579598,1.241155,0.885576789,80.61008824,1.2691
2004/10/25,1.272993,1.283005,1.272799,1.2643982,1.24366995,1.320849713,88.60496238,1.281099
2004/10/26,1.281,1.284307,1.273399,1.26932,1.2458899,0.565893549,91.42393312,1.276503
2004/10/27,1.276503,1.280902,1.269906,1.2718614,1.2477349,-0.099177473,81.48161214,1.2706
2004/10/28,null,null,null,1.0194604,1.1855652,#VALUE!,#VALUE!,null
2004/10/29,1.270793,1.279803,1.266207,1.02148,1.1874503,25.22986255,#VALUE!,1.279198
2004/11/1,1.282808,1.282808,1.272103,1.0201802,1.18973035,24.93871181,#VALUE!,1.2746
2004/11/2,1.274697,1.275006,1.267106,1.0192808,1.1917505,24.79446292,#VALUE!,1.272006
2004/11/3,1.271892,1.283203,1.266592,1.0216598,1.19447055,25.53053375,#VALUE!,1.282495
2004/11/4,1.282199,1.289407,1.279705,1.2791198,1.19734025,0.639517893,#VALUE!,1.2873
2004/11/5,1.2873,1.297993,1.278494,1.2826196,1.20012495,1.097550669,#VALUE!,1.296697
2004/11/8,1.296395,1.298802,1.291005,1.2858608,1.202745,0.384582841,#VALUE!,1.290806
2004/11/9,1.291005,1.293795,1.288793,1.289441,1.20563515,0.036139692,#VALUE!,1.289907
2004/11/10,1.290006,1.298398,1.286207,1.2906606,1.20831965,-0.160197034,#VALUE!,1.288593
2004/11/11,1.288394,1.292107,1.286306,1.2914016,1.2109251,-0.030710818,#VALUE!,1.291005
2004/11/12,1.290806,1.298904,1.288593,1.2914622,1.2133804,0.428800781,68.39277596,1.297
2004/11/15,1.299005,1.2999,1.292207,1.2921002,1.21563485,0.146722367,70.72222222,1.293996
2004/11/16,1.293695,1.299207,1.292307,1.2933574,1.2178498,0.219243343,76.06189255,1.296193
2004/11/17,1.296092,1.304904,1.295505,1.2963984,1.22014505,0.570781328,74.47551644,1.303798
2004/11/18,1.303798,1.307292,1.294398,1.2971776,1.22178985,-0.17550411,57.98239903,1.294901
2004/11/19,1.2948,1.306404,1.294197,1.2985576,1.22352985,0.411410322,57.62819562,1.3039
2004/11/22,1.302592,1.305193,1.301693,1.3005588,1.224675,0.264747738,65.92796447,1.304002
2004/11/23,1.304206,1.310307,1.297993,1.3032614,1.22633515,0.49449788,71.41404746,1.309706
2004/11/24,1.309998,1.319105,1.308695,1.306062,1.2286952,0.898808785,77.54951896,1.317801
2004/11/25,1.318096,1.328304,1.316708,1.3122424,1.29498535,1.033391392,79.69112628,1.325803
2004/11/26,1.325697,1.332907,1.319906,1.3173632,1.29750065,0.921598539,78.86370902,1.329504
2004/11/29,1.327193,1.3303,1.323399,1.321864,1.30009595,0.351170771,78.87211368,1.326506
2004/11/30,1.326295,1.332907,1.323907,1.3258838,1.3029859,0.295742357,79.27772551,1.329805
2004/12/1,1.329805,1.335702,1.328392,1.329243,1.305591,0.402785646,78.20989577,1.334597
2004/12/2,1.334793,1.337793,1.324802,1.3293028,1.3075311,-0.240787878,78.79011571,1.326102
2004/12/3,1.326295,1.346602,1.325908,1.3327224,1.31002635,1.041447191,82.50365364,1.346602
2004/12/6,1.345008,1.345696,1.339208,1.3353418,1.3124662,0.31910931,74.52366191,1.339603
2004/12/7,1.339495,1.347001,1.339405,1.3379994,1.3151255,0.380687764,73.72212985,1.343093
2004/12/8,1.343292,1.343292,1.321999,1.3379816,1.31742125,-0.25961493,61.78857199,1.334508
2004/12/9,1.334597,1.335898,1.325803,1.3388424,1.3193913,-0.630126444,53.43707531,1.330406
2004/12/10,1.330194,1.330406,1.314994,1.3338416,1.3206212,-0.917920089,44.51490259,1.321598
2004/12/13,1.322297,1.332694,1.322104,1.3323212,1.32252145,-0.024033244,53.45714897,1.332001
2004/12/14,1.332108,1.3328,1.326401,1.329883,1.3242569,0.076623282,50.70982102,1.330902
2004/12/15,1.330796,1.343797,1.326506,1.33106,1.32608665,0.701170496,53.53535354,1.340393
2004/12/16,1.340195,1.343003,1.321301,1.3299988,1.3275966,-0.368331159,49.43562014,1.3251
2004/12/17,1.325399,1.332001,1.323206,1.3319376,1.3289662,-0.048470739,39.71958851,1.331292
2004/12/20,1.331097,1.340896,1.330106,1.333379,1.3307265,0.437160027,49.73799069,1.339208
2004/12/21,1.339405,1.341004,1.335791,1.3345782,1.3320861,0.17382271,45.82541544,1.336898
2004/12/22,1.336898,1.340303,1.334793,1.3343196,1.33315105,0.358264991,53.38563171,1.3391
2004/12/23,1.3391,1.351808,1.338401,1.3395406,1.33442115,0.870776145,63.71621889,1.351205
2004/12/24,1.351406,1.354793,1.349,1.3440428,1.3356361,0.726182232,73.13278455,1.353803
2004/12/27,1.352795,1.364201,1.351899,1.3486808,1.3374307,1.017082767,72.41633604,1.362398
2004/12/28,1.362194,1.364592,1.359398,1.3531808,1.33891035,0.459450799,70.44130728,1.359398
2004/12/29,1.359508,1.364498,1.356392,1.3574992,1.3402151,0.235197192,66.50191041,1.360692
2004/12/30,1.3606,1.366008,1.358105,1.3598194,1.3420503,0.219632107,89.01212598,1.362806
2004/12/31,1.362992,1.366195,1.352192,1.3603592,1.3425453,-0.283542758,76.02295718,1.356502
2005/1/3,1.358105,1.358105,1.340195,1.3572798,1.3429152,-0.757308847,57.78941687,1.347001
2005/1/4,1.347001,1.349601,1.326102,1.3510398,1.34217045,-1.690682984,43.4602201,1.328198
2005/1/5,1.328304,1.3303,1.322297,1.3445022,1.34184525,-1.227086129,41.39951634,1.328004
2005/1/6,1.327898,1.327898,1.316396,1.335602,1.3412402,-1.295071436,23.51132009,1.318305
2005/1/7,1.3182,1.324802,1.302999,1.325521,1.34046515,-1.465386063,16.73778447,1.306097
2005/1/10,1.3076,1.311992,1.306404,1.3183196,1.3394148,-0.555677091,12.21072132,1.310994
